userType,age,gender,educationLevel,occupation,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,rentPayment,utility1Payment,utility2Payment,gpa,collegeScore,cosignerIncome,scholarship,creditScore
working,38,other,bachelors,analyst,93161.06,60544.07,103776.81,67479.29,69895.32,92202.35,on-time,on-time,on-time,,,,,81
working,57,male,high-school,technician,68432.37,68751.46,117449.71,50999.97,118541.29,107582.77,on-time,on-time,on-time,,,,,74
working,31,female,other,teacher,104383.73,105016.69,93160.58,41533.24,71585.8,119557.59,late,on-time,on-time,,,,,72
working,40,other,bachelors,analyst,70289.4,66709.94,72513.83,68492.46,103177.17,59067.39,on-time,late,on-time,,,,,75
working,40,other,high-school,teacher,52414.79,16676.93,30402.97,38525.34,46066.88,49258.84,na,on-time,na,,,,,58
working,49,other,high-school,manager,56910.89,95177.65,101706.98,37742.63,77904.91,38189.98,on-time,on-time,late,,,,,64
working,49,female,phd,sales,112338.37,55773.07,99067.17,32197.87,88315.48,40817.27,on-time,on-time,late,,,,,72
working,53,female,bachelors,technician,55401.69,12770.41,87919.01,31609.99,108385.98,21666.78,on-time,on-time,on-time,,,,,78
student,23,male,bachelors,student,0.0,0.0,0.0,0.0,3470.83,4829.92,on-time,na,on-time,7.95,60,0.0,1,66
student,22,other,other,student,0.0,73.14,622.12,0.0,0.0,0.0,na,on-time,on-time,5.28,61,51826.52,0,51
student,17,female,bachelors,student,0.0,2766.54,1109.6,1960.36,3921.83,2057.32,na,late,on-time,9.51,54,95387.35,0,82
working,48,female,bachelors,software engineer,34529.88,89438.04,42888.54,36886.87,54407.33,71587.35,on-time,on-time,late,,,,,66
working,44,male,bachelors,clerk,91138.1,101175.27,10616.42,59043.4,68465.0,87295.38,on-time,on-time,on-time,,,,,76
student,30,other,bachelors,student,425.1,0.0,0.0,4901.67,2484.75,0.0,late,na,late,5.87,78,0.0,0,70
student,21,male,bachelors,student,2538.82,0.0,4272.11,2631.91,0.0,4913.28,late,late,late,6.52,49,0.0,1,76
working,52,female,masters,technician,46416.69,89291.07,39742.8,11375.96,61062.47,37462.74,on-time,na,on-time,,,,,76
working,28,male,masters,software engineer,105582.08,98031.3,89776.58,39477.01,35019.86,75931.57,on-time,on-time,late,,,,,69
working,54,male,bachelors,analyst,49477.6,92316.29,67016.4,104430.57,11049.94,63530.42,on-time,on-time,late,,,,,66
student,19,other,bachelors,student,0.0,0.0,3899.84,299.32,4906.74,0.0,na,na,on-time,6.31,93,0.0,0,79
student,29,other,bachelors,student,2675.52,0.0,0.0,0.0,0.0,0.0,na,na,na,5.64,48,133045.83,0,61
student,22,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,na,na,7.92,67,0.0,0,76
working,36,female,bachelors,sales,70629.37,87419.3,15986.55,95219.64,112412.17,69841.73,on-time,on-time,on-time,,,,,81
working,46,male,bachelors,clerk,17475.72,81006.97,69807.9,96850.61,92591.86,66368.21,on-time,on-time,on-time,,,,,84
student,21,female,bachelors,student,0.0,0.0,4179.32,0.0,0.0,0.0,on-time,late,on-time,8.22,80,41199.03,0,87
working,56,male,bachelors,clerk,87667.2,101685.61,102885.7,16580.47,40071.8,101405.72,on-time,on-time,on-time,,,,,90
working,45,female,masters,analyst,110759.32,35681.59,86665.9,17401.37,31430.48,71476.01,on-time,on-time,on-time,,,,,83
student,29,male,bachelors,student,556.79,0.0,4745.94,0.0,1736.61,3250.08,na,na,na,9.41,83,116888.7,0,85
working,56,female,bachelors,teacher,39358.4,78435.28,28384.41,70541.78,94698.68,57988.09,on-time,on-time,on-time,,,,,79
student,23,other,bachelors,student,4195.08,0.0,4390.56,0.0,3400.13,0.0,na,on-time,on-time,7.14,50,0.0,0,62
student,25,female,bachelors,student,0.0,0.0,2625.44,0.0,0.0,573.35,late,late,on-time,6.63,49,0.0,0,66
working,33,other,bachelors,sales,84279.47,31454.43,107597.2,75051.83,73354.93,60165.98,late,late,on-time,,,,,60
working,40,male,bachelors,teacher,100321.74,40805.5,65908.19,54348.01,61375.39,57882.8,on-time,on-time,on-time,,,,,81
student,17,female,bachelors,student,0.0,465.49,0.0,4323.49,0.0,2901.86,na,on-time,on-time,5.79,75,0.0,0,63
student,23,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,2641.28,na,na,late,5.78,41,8116.06,0,62
student,26,female,bachelors,student,0.0,0.0,0.0,0.0,0.0,1983.95,late,na,on-time,8.36,87,17928.69,0,72
student,30,other,bachelors,student,0.0,4330.61,0.0,836.97,0.0,2891.09,on-time,na,na,7.77,59,0.0,0,67
student,30,female,high-school,student,0.0,611.49,0.0,37.76,3550.46,229.28,na,late,late,7.26,65,0.0,0,65
working,23,male,bachelors,teacher,80719.55,94991.5,32886.91,92481.8,61013.02,61876.5,on-time,on-time,on-time,,,,,88
student,23,other,bachelors,student,0.0,0.0,0.0,3974.51,0.0,0.0,na,na,on-time,5.79,63,82626.82,0,70
student,20,other,high-school,student,0.0,0.0,227.92,1840.74,4094.54,0.0,na,late,late,6.89,82,0.0,0,59
working,56,female,bachelors,manager,28789.0,58908.03,87396.46,44181.81,117182.24,14980.32,on-time,on-time,na,,,,,63
working,59,male,other,analyst,72319.72,19289.28,119523.18,38027.86,58078.09,82231.34,late,on-time,on-time,,,,,59
student,22,male,bachelors,student,0.0,2812.25,429.63,0.0,3440.02,0.0,on-time,na,na,5.54,46,0.0,1,60
student,18,other,masters,student,1061.14,3134.72,0.0,0.0,0.0,0.0,on-time,na,na,6.06,57,0.0,1,60
student,29,female,bachelors,student,0.0,0.0,2754.88,0.0,0.0,3842.39,na,on-time,on-time,9.52,92,0.0,0,79
working,53,male,masters,teacher,116626.76,48417.23,13551.59,83999.98,65712.41,47493.47,on-time,on-time,na,,,,,72
student,19,male,other,student,0.0,0.0,3524.66,0.0,0.0,0.0,on-time,on-time,na,9.0,55,0.0,0,69
student,18,male,other,student,0.0,0.0,0.0,0.0,3409.94,0.0,late,na,na,5.89,48,113237.77,0,57
student,28,male,bachelors,student,823.8,3395.24,1042.84,0.0,0.0,0.0,on-time,na,late,8.55,90,0.0,0,69
student,29,female,bachelors,student,0.0,3487.43,3426.16,0.0,4445.17,0.0,na,on-time,na,7.68,67,0.0,0,77
working,59,other,masters,software engineer,18038.23,56425.0,45459.51,113828.1,26895.4,15774.93,na,on-time,na,,,,,60
working,57,female,bachelors,manager,69277.96,79188.66,117395.41,15461.98,21551.31,66687.12,on-time,on-time,on-time,,,,,78
working,58,female,masters,clerk,53254.31,50000.97,117337.34,95487.03,54035.27,57877.47,on-time,on-time,on-time,,,,,89
student,24,female,other,student,0.0,384.2,0.0,2597.07,4521.91,673.52,on-time,na,on-time,7.01,42,0.0,0,55
working,51,female,bachelors,clerk,34521.13,73519.53,42599.55,51115.75,26208.92,43211.4,on-time,late,on-time,,,,,71
working,27,other,bachelors,technician,118669.32,37043.03,34211.85,20286.52,75845.42,107480.44,on-time,on-time,late,,,,,61
student,29,male,bachelors,student,0.0,4592.42,0.0,0.0,0.0,26.42,on-time,na,on-time,5.28,47,0.0,0,54
student,19,male,other,student,0.0,0.0,1541.6,3081.94,0.0,0.0,on-time,na,late,9.34,66,0.0,0,73
student,21,male,bachelors,student,0.0,4554.13,0.0,0.0,0.0,0.0,na,na,on-time,9.83,52,92167.27,0,80
working,51,female,bachelors,manager,18183.04,99423.51,45270.94,47081.33,58397.66,76100.08,on-time,on-time,na,,,,,75
working,37,male,masters,technician,36102.82,90623.89,77645.1,117097.38,50772.44,50684.35,on-time,on-time,on-time,,,,,84
working,60,other,bachelors,clerk,80645.19,59667.07,75710.59,49003.67,72622.77,13850.2,on-time,on-time,on-time,,,,,80
working,55,male,phd,teacher,119853.56,55083.24,51179.18,97385.91,99322.24,77843.6,on-time,on-time,on-time,,,,,83
working,23,male,bachelors,technician,115878.03,113146.64,39051.37,67825.78,108805.5,96473.14,on-time,on-time,on-time,,,,,90
working,53,other,bachelors,analyst,56901.45,92774.37,85617.56,18096.13,62651.96,106685.4,on-time,on-time,on-time,,,,,77
working,33,female,bachelors,sales,15884.3,56536.04,102367.49,23050.87,15914.35,71766.05,na,on-time,on-time,,,,,61
student,22,female,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,on-time,late,on-time,7.87,94,0.0,0,85
working,49,other,masters,analyst,47272.15,87336.28,78354.88,114515.83,88444.3,78188.26,on-time,on-time,on-time,,,,,84
student,23,male,bachelors,student,1207.59,3276.08,4098.13,0.0,0.0,0.0,late,na,na,6.18,94,0.0,0,71
student,18,other,masters,student,1161.52,0.0,0.0,0.0,0.0,3715.29,on-time,na,na,6.72,64,40055.87,0,67
student,30,female,bachelors,student,1579.15,0.0,0.0,2236.47,0.0,0.0,late,late,late,9.48,59,0.0,0,74
student,23,other,bachelors,student,4101.87,0.0,0.0,0.0,0.0,0.0,na,on-time,na,6.14,89,36343.64,0,73
student,22,female,bachelors,student,0.0,0.0,0.0,659.84,0.0,4568.22,late,late,na,8.48,78,0.0,0,87
student,22,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,na,on-time,na,7.19,41,0.0,0,65
working,24,other,masters,clerk,60858.59,89499.72,51872.32,51478.24,78169.45,54206.46,on-time,late,on-time,,,,,76
student,18,other,other,student,0.0,0.0,1674.32,0.0,0.0,1759.26,na,na,na,6.84,45,0.0,0,59
student,18,male,bachelors,student,0.0,2599.22,0.0,0.0,0.0,2971.97,on-time,on-time,on-time,5.27,75,95054.74,0,60
student,17,male,bachelors,student,2347.61,0.0,0.0,3455.52,0.0,4416.02,late,on-time,on-time,5.92,89,0.0,0,65
working,40,male,bachelors,clerk,39165.41,21937.94,54812.56,84108.96,25810.92,24567.86,na,on-time,on-time,,,,,72
student,22,other,masters,student,0.0,0.0,4506.14,4866.84,0.0,2735.71,on-time,late,on-time,8.99,67,0.0,1,90
working,49,male,bachelors,clerk,51250.82,83932.06,79235.57,36303.13,71751.51,29344.93,on-time,on-time,on-time,,,,,85
working,40,female,other,analyst,41146.55,60048.65,65411.34,70228.04,82464.81,117100.94,on-time,on-time,on-time,,,,,69
student,27,male,bachelors,student,1050.92,0.0,0.0,1492.34,0.0,2178.35,late,on-time,na,5.4,88,113686.49,0,69
student,21,male,other,student,3489.71,0.0,0.0,0.0,4651.79,2207.44,late,late,na,8.95,56,0.0,0,66
student,20,other,bachelors,student,16.62,0.0,429.58,4190.65,0.0,0.0,on-time,late,on-time,8.72,93,0.0,0,78
student,30,male,high-school,student,4493.89,0.0,1770.56,2597.37,0.0,0.0,on-time,na,late,8.41,71,0.0,0,66
working,33,male,masters,analyst,72702.16,98155.98,110956.1,94643.27,103355.74,89712.07,on-time,on-time,on-time,,,,,90
working,50,other,bachelors,clerk,91581.61,87209.7,103626.47,47592.29,88271.67,76010.96,on-time,on-time,on-time,,,,,82
student,18,other,other,student,4794.21,979.94,1697.26,94.52,357.25,2408.16,late,late,on-time,9.28,63,90158.97,0,71
working,27,other,bachelors,technician,30473.01,62110.89,26188.46,48108.21,115195.26,34015.41,on-time,late,on-time,,,,,64
working,44,female,bachelors,sales,33684.73,60330.54,101337.34,60433.79,68191.9,19839.87,on-time,on-time,on-time,,,,,85
student,28,male,bachelors,student,0.0,3507.35,0.0,4316.48,0.0,0.0,na,on-time,late,7.53,55,68683.97,0,75
student,22,male,bachelors,student,2800.66,225.1,0.0,0.0,337.0,331.37,na,late,na,9.81,48,0.0,0,77
working,23,female,bachelors,analyst,68985.59,107974.29,64639.98,90455.87,107175.68,91755.28,on-time,on-time,on-time,,,,,82
student,27,male,bachelors,student,0.0,2733.87,0.0,3691.28,0.0,0.0,late,on-time,late,9.26,84,0.0,0,84
working,55,male,bachelors,manager,31567.66,83593.71,87510.58,61063.4,13845.56,69888.7,on-time,on-time,on-time,,,,,78
student,25,male,bachelors,student,3819.33,0.0,0.0,3206.69,0.0,0.0,late,late,late,6.03,77,0.0,0,70
working,58,female,bachelors,software engineer,104573.02,34193.67,75192.28,63152.0,53097.44,13824.84,na,late,on-time,,,,,62
student,17,female,bachelors,student,3577.13,0.0,0.0,0.0,0.0,0.0,late,na,on-time,7.23,51,66359.86,0,64
student,20,female,bachelors,student,4656.77,1329.37,0.0,0.0,2896.59,3428.33,on-time,na,on-time,9.26,44,0.0,0,83
working,55,female,bachelors,technician,77239.63,65091.67,97649.53,70024.74,107887.93,24031.87,on-time,on-time,on-time,,,,,75
working,60,female,phd,sales,107816.13,86148.32,119673.41,24105.63,34555.28,87844.48,on-time,on-time,on-time,,,,,88
student,19,other,bachelors,student,4686.71,0.0,0.0,0.0,34.11,0.0,on-time,on-time,on-time,7.91,66,0.0,0,63
student,28,female,bachelors,student,319.72,0.0,0.0,3722.96,3421.28,566.79,on-time,na,on-time,5.73,42,34743.18,0,60
working,60,female,phd,software engineer,94511.22,114669.41,40527.79,48679.11,85413.36,115294.12,on-time,on-time,on-time,,,,,92
student,30,male,bachelors,student,0.0,0.0,4645.28,0.0,1496.91,0.0,on-time,na,na,9.16,46,0.0,0,67
working,40,female,bachelors,manager,39488.79,93745.96,62305.17,90357.64,50579.36,35438.88,on-time,on-time,on-time,,,,,78
student,26,female,bachelors,student,0.0,2567.24,2356.94,0.0,3692.38,4830.19,on-time,na,na,9.56,90,105175.83,0,82
student,18,female,bachelors,student,570.57,0.0,3440.87,755.37,887.98,2196.9,na,late,na,8.54,85,0.0,0,81
working,52,female,bachelors,manager,29184.1,76731.19,42992.87,53303.6,94231.42,65554.79,on-time,on-time,on-time,,,,,81
student,25,other,other,student,0.0,3520.9,0.0,0.0,0.0,0.0,on-time,late,na,7.11,72,92747.45,0,59
student,28,male,bachelors,student,2175.05,0.0,4322.36,0.0,3818.55,4418.07,na,on-time,late,9.92,70,0.0,0,85
working,49,other,masters,software engineer,45783.7,97852.42,21271.81,85089.46,25448.63,112196.91,on-time,late,on-time,,,,,65
working,30,other,masters,clerk,25811.67,52859.07,106513.2,12501.28,71062.12,36121.45,on-time,on-time,on-time,,,,,73
working,36,other,bachelors,clerk,28953.68,62504.09,33312.18,109233.73,20794.51,74614.35,on-time,late,on-time,,,,,69
student,22,other,bachelors,student,3640.29,0.0,0.0,3469.97,0.0,0.0,na,na,na,9.77,41,0.0,0,81
working,27,other,bachelors,clerk,99803.56,82229.56,43675.93,107781.08,61094.67,10836.23,on-time,on-time,on-time,,,,,89
student,18,male,bachelors,student,1497.44,0.0,712.9,1832.24,0.0,0.0,on-time,na,on-time,8.36,92,0.0,0,82
working,25,other,bachelors,clerk,87015.52,119069.23,19590.06,66036.6,91118.86,108843.48,on-time,on-time,on-time,,,,,76
working,29,other,masters,manager,111404.32,24235.64,112395.91,61228.34,65676.74,22727.0,late,on-time,on-time,,,,,67
student,30,female,bachelors,student,0.0,1202.04,0.0,0.0,4596.35,101.29,late,on-time,na,5.32,81,0.0,0,68
student,29,other,bachelors,student,0.0,0.0,0.0,0.0,1714.93,4088.76,na,na,late,6.44,59,0.0,0,57
student,22,male,bachelors,student,4780.83,1670.8,0.0,368.19,0.0,1416.74,late,na,late,5.27,43,0.0,0,56
student,21,male,bachelors,student,0.0,0.0,0.0,2775.05,4432.63,0.0,on-time,late,late,9.71,77,0.0,0,75
student,30,female,bachelors,student,2097.72,0.0,4874.17,3415.68,2777.1,2433.03,late,late,na,7.15,40,0.0,0,61
student,27,other,bachelors,student,0.0,0.0,4123.57,2621.54,80.39,0.0,na,late,late,6.55,71,0.0,0,72
student,26,female,bachelors,student,2630.85,1616.43,1974.32,0.0,0.0,4892.4,on-time,na,on-time,9.64,89,0.0,0,87
working,37,other,bachelors,sales,44928.56,59073.07,114328.37,38252.54,13288.88,64976.62,on-time,late,on-time,,,,,61
working,52,male,masters,software engineer,26465.53,86777.02,21416.45,54362.56,76357.29,80593.13,on-time,on-time,on-time,,,,,79
working,42,female,bachelors,clerk,39007.81,52950.75,62053.57,119830.13,41862.52,118523.86,on-time,on-time,on-time,,,,,86
working,31,male,masters,teacher,40140.38,11448.87,38094.22,96788.82,116439.0,11112.34,on-time,on-time,late,,,,,59
student,24,other,bachelors,student,595.1,0.0,2572.51,0.0,1522.05,0.0,na,na,on-time,6.31,94,0.0,0,78
working,42,male,high-school,clerk,30819.98,79817.24,95429.53,44573.64,45445.63,70224.16,on-time,on-time,on-time,,,,,75
working,26,other,masters,technician,40536.11,29093.27,72014.69,49310.78,91871.28,87156.43,late,on-time,on-time,,,,,73
working,55,female,masters,analyst,85694.95,119706.13,67226.55,53535.39,80445.51,116419.0,on-time,on-time,on-time,,,,,79
student,29,other,high-school,student,0.0,811.06,1813.92,0.0,0.0,1964.39,on-time,on-time,late,6.7,91,0.0,0,72
student,17,female,bachelors,student,0.0,0.0,4049.63,0.0,0.0,2570.43,na,na,late,6.71,92,0.0,0,70
student,17,male,other,student,0.0,0.0,0.0,0.0,4400.46,0.0,on-time,late,na,6.63,95,0.0,0,64
working,41,other,bachelors,software engineer,16714.7,84855.45,75903.38,86801.36,55625.37,57605.04,late,on-time,on-time,,,,,70
working,39,female,masters,technician,85098.6,116037.04,90410.0,67084.97,52401.53,115351.93,on-time,on-time,on-time,,,,,89
working,32,male,bachelors,clerk,90437.68,100772.1,24203.57,35765.58,33188.38,86059.56,late,on-time,on-time,,,,,74
working,22,other,bachelors,software engineer,25249.19,112517.13,118324.64,92525.19,95233.6,46830.13,on-time,on-time,late,,,,,58
working,36,other,masters,sales,41646.46,111540.05,67881.85,25658.8,118341.37,108457.7,on-time,on-time,on-time,,,,,83
student,22,other,bachelors,student,2302.32,0.0,0.0,0.0,0.0,0.0,on-time,na,late,7.33,47,0.0,0,65
working,50,other,bachelors,technician,27066.32,113666.3,78191.6,104313.4,52990.28,61503.7,on-time,on-time,on-time,,,,,78
working,25,male,bachelors,analyst,97478.94,114541.35,45399.84,14795.79,11666.57,86837.12,on-time,on-time,on-time,,,,,77
student,27,male,high-school,student,0.0,0.0,2125.64,0.0,871.36,0.0,na,na,late,8.48,66,0.0,0,66
working,48,other,phd,software engineer,91099.01,63991.63,101256.63,113081.3,94111.62,103080.39,on-time,on-time,on-time,,,,,92
working,39,other,bachelors,sales,32212.56,92652.14,12632.59,62035.32,71888.77,59473.8,on-time,on-time,on-time,,,,,83
student,30,male,bachelors,student,3307.32,0.0,0.0,3071.75,0.0,0.0,na,na,late,5.59,81,0.0,0,64
student,25,female,other,student,0.0,0.0,41.42,0.0,0.0,0.0,late,na,na,9.09,84,0.0,0,75
student,17,male,bachelors,student,0.0,0.0,0.0,0.0,4692.5,0.0,na,on-time,on-time,8.41,46,0.0,0,61
student,27,female,bachelors,student,0.0,0.0,0.0,0.0,2047.32,0.0,late,on-time,late,9.22,91,0.0,0,78
working,32,female,bachelors,sales,91949.49,92789.44,77914.4,39655.71,15715.61,15266.52,on-time,on-time,on-time,,,,,88
student,18,female,other,student,0.0,4626.15,0.0,0.0,0.0,0.0,on-time,na,na,6.69,59,0.0,0,64
working,24,female,masters,manager,41249.4,54316.24,62704.19,59762.25,110637.41,21086.69,na,na,on-time,,,,,74
student,21,other,bachelors,student,1762.61,0.0,0.0,3547.4,0.0,1959.92,on-time,on-time,late,6.81,59,0.0,1,67
student,18,female,other,student,0.0,0.0,1446.43,0.0,0.0,0.0,late,on-time,on-time,9.6,72,0.0,0,78
student,23,other,bachelors,student,4022.19,0.0,186.51,2150.57,0.0,0.0,na,late,na,8.31,91,17574.92,0,78
working,52,male,bachelors,technician,55626.24,94963.2,98474.57,116563.02,55321.79,94418.83,on-time,on-time,on-time,,,,,84
student,27,male,high-school,student,0.0,4740.35,0.0,3056.84,0.0,0.0,on-time,on-time,na,9.04,87,45674.67,1,83
student,17,female,other,student,0.0,0.0,1324.59,0.0,0.0,0.0,na,na,na,6.83,82,39998.58,0,63
student,25,other,bachelors,student,324.32,0.0,0.0,4565.35,0.0,0.0,on-time,on-time,na,8.1,41,50085.74,0,69
student,17,other,high-school,student,921.58,3526.8,0.0,0.0,0.0,0.0,on-time,late,na,6.88,87,6491.18,0,67
student,21,other,other,student,0.0,0.0,4801.84,0.0,2551.53,0.0,on-time,na,na,6.9,59,0.0,0,72
working,44,male,bachelors,teacher,104963.78,67493.25,106960.03,47309.51,21869.57,69401.23,on-time,on-time,late,,,,,72
student,27,female,bachelors,student,2329.0,0.0,0.0,0.0,1958.48,0.0,on-time,on-time,late,7.72,80,0.0,0,77
student,25,other,other,student,3456.76,0.0,0.0,0.0,0.0,4910.26,late,late,late,8.02,89,0.0,1,66
student,30,other,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,na,na,late,8.93,70,3193.06,0,80
working,23,male,bachelors,manager,33555.4,80839.29,96805.38,101395.89,56948.63,102183.06,on-time,on-time,on-time,,,,,80
student,22,other,bachelors,student,0.0,2985.73,0.0,3188.12,0.0,4897.56,on-time,na,on-time,5.82,68,0.0,0,59
student,28,male,bachelors,student,0.0,0.0,0.0,0.0,3391.87,4694.35,na,late,na,5.07,73,0.0,0,56
student,25,other,other,student,0.0,3895.4,0.0,0.0,271.51,0.0,na,na,na,9.9,61,0.0,0,72
student,17,male,bachelors,student,0.0,0.0,0.0,0.0,0.0,0.0,na,on-time,na,8.64,78,0.0,0,81
working,48,female,masters,teacher,105616.35,12908.34,101512.33,106846.15,93764.27,65454.86,on-time,on-time,on-time,,,,,86
working,26,female,bachelors,sales,38065.86,54150.38,57456.92,77253.64,27640.63,109332.09,on-time,on-time,late,,,,,68
working,25,other,masters,manager,34892.53,58070.33,12454.84,99516.47,102864.1,90512.98,on-time,on-time,on-time,,,,,76
student,21,other,other,student,0.0,0.0,1844.22,2271.97,1335.73,185.68,on-time,na,late,5.94,91,30374.98,0,61
student,25,female,bachelors,student,0.0,0.0,2142.67,4185.45,1568.28,0.0,on-time,on-time,na,5.33,65,105953.95,0,67
working,41,male,high-school,software engineer,78069.05,42066.0,32443.34,105123.7,47446.8,93099.2,on-time,on-time,on-time,,,,,85
student,28,other,high-school,student,0.0,2988.41,4728.41,2753.79,0.0,0.0,late,late,na,5.99,80,0.0,0,58
working,55,female,bachelors,software engineer,71236.38,81254.66,88187.1,72785.65,117797.41,43236.07,on-time,on-time,on-time,,,,,86
working,60,female,bachelors,clerk,20963.99,110672.82,70318.32,16611.81,20468.29,116993.66,on-time,on-time,on-time,,,,,84
